"extraction_date","time_id","platform","dimension","dimension_id","metric","metric_value"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet3566.de.festo.net","space","1400,55084228516"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet3372.festo.net","space","1427,36065673828"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet3488.de.festo.net","space","51,34375"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet3373.festo.net","space","1915,13372802734"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet2248.festo.net","space","220,381225585938"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet3464.de.festo.net","space","526,717346191406"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","blueprism2006.database.windows.net","space","927,1953125"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet3229.de.festo.net","space","142,481750488281"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sust3049.festo.net","space","43,390625"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet3740.de.festo.net","space","421,774963378906"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","scnt2513.cn.festo.net","space","61,3698120117188"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet2084.de.festo.net","space","59,4285888671875"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet2023.de.festo.net","space","463,509826660156"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","scnt2512.cn.festo.net","space","54,099365234375"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet2048.festo.net","space","163,160766601563"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet2029.de.festo.net","space","601,346374511719"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sczt2907.festo.net","space","4249,9409866333"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet3466.de.festo.net","space","2910,26147460938"
